Date,Open,High,Low,Close,Volume,Adj Close
2011-02-04,588.94,589.75,586.02,589.69,3925950000,589.69
2011-02-03,587.27,589.89,583.73,589.10,4370990000,589.10
2011-02-02,589.10,589.19,587.25,587.78,4098260000,587.78
2011-02-01,580.52,590.15,580.52,589.54,5164500000,589.54
2011-01-31,575.71,579.52,575.27,579.23,4167160000,579.23
2011-01-28,585.63,586.98,575.12,575.64,5618630000,575.64
2011-01-27,585.31,586.53,583.60,585.72,4309190000,585.72
2011-01-26,583.63,586.47,583.48,584.88,4730980000,584.88
2011-01-25,581.75,583.35,578.67,583.30,4595380000,583.30
2011-01-24,579.44,583.29,579.30,582.96,3902470000,582.96
2011-01-21,579.33,582.59,579.02,579.55,4935320000,579.55
2011-01-20,577.03,578.83,573.31,577.47,4935320000,577.47
2011-01-19,582.52,582.57,576.03,577.47,4743710000,577.47
2011-01-18,582.35,583.04,580.31,582.34,5284990000,582.34
2011-01-14,577.58,582.32,576.70,582.32,4661590000,582.32
2011-01-13,579.12,579.17,576.16,577.74,4310840000,577.74
2011-01-12,574.28,579.52,574.28,579.17,4226940000,579.17
2011-01-11,573.30,575.16,571.65,573.84,4050750000,573.84
2011-01-10,573.17,573.17,569.40,572.10,4036450000,572.10
2011-01-07,574.84,575.81,569.09,573.38,4963110000,573.38
2011-01-06,575.73,576.54,572.99,574.73,4844100000,574.73
2011-01-05,572.84,576.63,571.13,576.00,4764920000,576.00
2011-01-04,572.87,573.58,569.81,573.23,4796420000,573.23
2011-01-03,565.89,574.02,565.89,572.23,4286670000,572.23
2010-12-31,565.12,566.49,564.00,565.90,1799770000,565.90
2010-12-30,566.63,567.17,564.78,565.62,1970720000,565.62
2010-12-29,566.66,568.25,566.66,566.78,2214380000,566.78
2010-12-28,566.38,567.27,565.58,566.50,2478450000,566.50
2010-12-27,564.73,566.09,563.25,565.65,1992470000,565.65
2010-12-23,565.38,566.02,564.14,565.43,2515020000,565.43
2010-12-22,563.82,566.16,563.82,565.96,1285590000,565.96
2010-12-21,561.47,564.34,561.47,563.69,3479670000,563.69
2010-12-20,560.28,562.23,558.38,560.54,3548140000,560.54
2010-12-17,559.89,560.28,557.75,559.49,4632470000,559.49
2010-12-16,556.75,559.79,555.30,559.40,4736820000,559.40
2010-12-15,558.64,559.75,555.53,556.23,4407340000,556.23
2010-12-14,558.46,560.79,557.09,558.64,4132350000,558.64
2010-12-13,558.25,560.66,557.74,557.81,4361240000,557.81
2010-12-10,554.16,557.27,553.78,557.27,4547310000,557.27
2010-12-09,552.28,554.33,551.01,553.94,4522510000,553.94
2010-12-08,549.41,551.73,547.41,551.56,4607590000,551.56
2010-12-07,549.92,553.57,548.59,548.78,6970630400,548.78
2010-12-06,548.71,549.62,547.52,548.31,3527370000,548.31
2010-12-03,546.84,549.11,545.36,548.82,3735780000,548.82
2010-12-02,541.62,547.91,541.62,547.52,4970800000,547.52
2010-12-01,532.43,541.97,532.43,541.20,4548110000,541.20
2010-11-30,531.30,532.92,527.41,529.73,4284700000,529.73
2010-11-29,533.41,534.62,527.01,533.43,3673450000,533.43
2010-11-26,536.19,536.19,532.66,533.59,1613820000,533.59
2010-11-24,531.76,537.96,531.76,537.80,3384250000,537.80
2010-11-23,535.99,535.99,528.93,530.65,4133070000,530.65
2010-11-22,539.55,539.55,532.24,538.17,3689500000,538.17
2010-11-19,538.87,540.12,535.72,539.99,3675390000,539.99
2010-11-18,533.43,540.41,533.43,539.04,4687260000,539.04
2010-11-17,531.47,533.24,529.73,530.81,3904780000,530.81
2010-11-16,538.30,538.30,528.93,531.42,5116380000,531.42
2010-11-15,540.74,543.77,539.30,539.62,3503370000,539.62
2010-11-12,544.51,545.25,538.03,540.22,4213620000,540.22
2010-11-11,546.69,547.24,542.92,546.44,3931120000,546.44
2010-11-10,547.61,549.91,543.51,549.72,4561300000,549.72
2010-11-09,551.69,553.10,545.80,547.76,4848040000,547.76
2010-11-08,551.47,552.33,549.21,551.66,3937230000,551.66
2010-11-05,550.75,553.09,550.01,552.70,5637460000,552.70
2010-11-04,540.45,550.88,540.45,550.78,5695470000,550.78
2010-11-03,537.80,540.39,533.93,540.21,4665480000,540.21
2010-11-02,535.65,538.71,535.65,537.54,3866200000,537.54
2010-11-01,534.34,538.87,530.96,533.85,4129180000,533.85
2010-10-29,534.60,534.60,531.93,533.08,3537880000,533.08
2010-10-28,534.34,536.32,531.44,534.27,4283460000,534.27
2010-10-27,534.58,534.58,528.90,533.49,4335670000,533.49
2010-10-26,534.60,536.02,531.98,535.37,4203680000,535.37
2010-10-25,534.87,539.71,534.66,534.88,4221380000,534.88
2010-10-22,533.44,534.90,532.65,534.19,3177890000,534.19
2010-10-21,533.03,537.45,529.35,533.47,4625470000,533.47
2010-10-20,527.27,534.65,527.27,532.44,5027880000,532.44
2010-10-19,531.79,531.98,524.17,526.98,5600120000,526.98
2010-10-18,531.24,535.65,530.09,535.23,4450050000,535.23
2010-10-15,532.32,533.38,526.79,530.78,5724910000,530.78
2010-10-14,531.72,531.80,526.68,530.02,4969410000,530.02
2010-10-13,529.15,534.81,529.15,531.86,4969410000,531.86
2010-10-12,525.69,529.85,522.35,528.54,4076170000,528.54
2010-10-11,526.40,527.77,524.65,526.22,3118110000,526.22
2010-10-08,523.59,527.38,522.34,526.27,3871420000,526.27
2010-10-07,525.06,526.13,520.69,523.39,3910550000,523.39
2010-10-06,523.21,525.09,522.11,524.47,4073160000,524.47
2010-10-05,515.14,524.52,515.14,523.66,4068840000,523.66
2010-10-04,516.58,518.16,511.35,513.31,3604110000,513.31
2010-10-01,515.74,518.82,514.23,517.22,4298910000,517.22
2010-09-30,516.82,521.83,512.63,514.66,4284160000,514.66
2010-09-29,517.75,518.15,514.51,516.31,3990280000,516.31
2010-09-28,516.54,519.18,512.14,518.01,4025840000,518.01
2010-09-27,519.33,520.16,516.44,516.49,3587860000,516.49
2010-09-24,512.83,519.50,512.83,519.34,4123950000,519.34
2010-09-23,512.48,514.67,508.48,509.46,3847850000,509.46
2010-09-22,515.38,517.81,512.61,513.83,3911070000,513.83
2010-09-21,516.40,519.64,514.14,515.53,4175660000,515.53
2010-09-20,509.37,517.42,509.37,516.36,3364080000,516.36
2010-09-17,509.91,512.19,508.21,509.04,4086140000,509.04
2010-09-16,507.99,509.24,505.89,508.93,3364080000,508.93
2010-09-15,506.03,509.30,504.13,508.56,3369840000,508.56
2010-09-14,507.22,509.73,504.69,506.66,4521050000,506.66
2010-09-13,504.25,508.49,504.25,507.57,4521050000,507.57
2010-09-10,499.90,502.89,499.74,502.26,3061160000,502.26
